"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen (insgesamt)","Höchster Bildungsabschluss und berufliche Qualifikation","Deine Postleitzahl","Dein Bundesland",""," [Die Nutzung eines Nachhaltigkeits-Dashboards wäre für mich nützlich.]"," [Ich stelle mir die Nutzung des Dashboards in meiner Umgebung angenehm vor.]"," [Die Nutzung des Dashboards wird meine Lebensqualität verbessern.]"," [Die Nutzung des Nachhaltigkeits-Dashboards wird kompliziert für mich sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Mein Umfeld erwartet von mir, dass ich Technologien wie das digitale Nachhaltigkeits-Dashboard nutze.]"," [Es ist mir wichtig, den Erwartungen in meinem Umfeld bei der Nutzung von neuen Technologien wie dem Nachhaltigkeits-Dashboard gerecht zu werden.]"," [Es wird allgemein erwartet, dass ich moderne Lösungen wie das Nachhaltigkeits-Dashboard nutze.]"," [Ein einfacher Zugang zu Informationen über die Funktion und Inhalte des Dashboards erleichtern mir die Nutzung.]"," [Ein Mangel an Zeit könnte mich davon abhalten, das Nachhaltigkeits-Dashboard zu nutzen.]"," [Ich habe die erforderlichen Kenntnisse, um das Nachhaltigkeits-Dashboard in meiner Umgebung zu nutzen.]"," [Ich bin sicher, dass ich das Nachhaltigkeits-Dashboard problemlos nutzen kann.]"," [Es ist einfach für mich, Anwendungen wie das Nachhaltigkeits-Dashboard zu verstehen und zu nutzen.]"," [Ich beabsichtige, das Dashboard über Nachhaltigkeitsinformationen in naher Zukunft zu nutzen, wenn sich hierzu die Gelegenheit bietet.]"
"229","1980-01-01 00:00:00","6","de","374405783","683f5d21-7593-3741-0666-84b99a34d3b9","Weiblich","18-35","Unter 1000 Euro","Mittlere Reife","17111","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher nicht zu","Keine Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft überhaupt nicht zu","Überhaupt keine Kenntnisse","Trifft nicht zu.","Stimme ich nicht zu","Nicht beabsichtigt"
"233","1980-01-01 00:00:00","6","de","212835082","683f5e54-bf5c-2923-aad9-9177a6b35ad5","Männlich","18-35","Unter 1000 Euro","Mittlere Reife","17109","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft vollkommen zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Beabsichtigt"
"238","1980-01-01 00:00:00","6","de","1870033053","683f6301-8a36-0382-cd32-cf67285514f1","Weiblich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18181","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft weitgehend zu","Sehr geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich eher nicht zu","Nicht beabsichtigt"
"243","1980-01-01 00:00:00","6","de","2117290079","683f67b1-9b73-ce8e-5059-b3e081df5b51","Männlich","36-45","2000 - unter 3000 Euro","Mittlere Reife","18292","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Eher beabsichtigt"
"247","1980-01-01 00:00:00","6","de","1811644256","683f6951-1a50-87bd-ba9d-a5d4b69a50d3","Männlich","18-35","2000 - unter 3000 Euro","Mittlere Reife","19370","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Große Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Sehr wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft nicht zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"250","1980-01-01 00:00:00","6","de","937277850","683f6f21-aa5a-87dc-8405-cc0e37b0bcba","Weiblich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18435","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"251","1980-01-01 00:00:00","6","de","1686497768","683f7414-aeef-ae84-458e-6dedb98a4527","Männlich","18-35","1000 - unter 2000 Euro","Mittlere Reife","18069","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollkommen zu","Sehr geringe Kenntnisse","Trifft nicht zu.","Teils / Teils","Überhaupt nicht beabsichtigt"
"253","1980-01-01 00:00:00","6","de","1490623976","683fa0fd-1679-2dd7-9b39-e7c22d91a6f8","Männlich","46-55","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18190","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft kaum zu","Geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"254","1980-01-01 00:00:00","6","de","877071435","683fb59e-d656-ddbe-7ff6-733b94ab1800","Männlich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","17109","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft kaum zu","Sehr gute Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Beabsichtigt"
"255","1980-01-01 00:00:00","6","de","2139433884","683fb5cd-785e-a57d-edec-d2730541baec","Männlich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","18147","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Kaum wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft überwiegend zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"256","1980-01-01 00:00:00","6","de","1656739520","683fc367-dfba-1fde-7f1f-1ab90720fa42","Männlich","18-35","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","17495","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher zu","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft überwiegend zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"261","1980-01-01 00:00:00","6","de","1285412746","683fd376-a029-42ee-1d9b-4803d50b8642","Weiblich","46-55","2000 - unter 3000 Euro","Master-Abschluss","17111","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich eher nicht zu","Keine Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"262","1980-01-01 00:00:00","6","de","433773248","683fd475-cb6d-bdc2-b306-354678d14109","Männlich","56-65","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","18196","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"263","1980-01-01 00:00:00","6","de","1650602653","683fdc75-18c4-fe2a-866a-bbeb5eec22fe","Weiblich","46-55","3000 - unter 4000 Euro","Bachelor-Abschluss","18107","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Keine Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft kaum zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"265","1980-01-01 00:00:00","6","de","2061815598","683fdfd0-71b4-e2b5-be2d-11ce7837b6a6","Weiblich","46-55","Unter 1000 Euro","Abgeschlossene Berufsausbildung","18437","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft eher nicht zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"266","1980-01-01 00:00:00","6","de","1641143361","683fe1e9-de66-153c-98a3-1974a6658edc","Männlich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17207","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft überhaupt nicht zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher nicht beabsichtigt."
"270","1980-01-01 00:00:00","6","de","2035116620","683fe222-f457-cc3d-78bd-5a213e62a95a","Männlich","18-35","2000 - unter 3000 Euro","Mittlere Reife","19205","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft kaum zu","Trifft kaum zu","Trifft kaum zu","Geringe Kenntnisse","Trift teilweise zu.","Stimme ich nicht zu","Möglicherweise beabsichtigt"
"274","1980-01-01 00:00:00","6","de","997315383","683fe4f7-48b7-d998-da4c-1f0ac8fc2148","Weiblich","66+","1000 - unter 2000 Euro","Master-Abschluss","17495","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Geringe Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Mäßig wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"275","1980-01-01 00:00:00","6","de","747378626","683fe618-fdb8-2fa6-d37c-59f6c0cf4086","Männlich","18-35","2000 - unter 3000 Euro","Abitur","17111","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Eher wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft teilweise zu","Gute Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Beabsichtigt"
"279","1980-01-01 00:00:00","6","de","240746983","683fe9cc-5581-20ab-4bd9-30a735147c70","Keine Angabe","Keine Angabe","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17491","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich nicht zu","Keine Verbesserung","Sehr kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"280","1980-01-01 00:00:00","6","de","308415359","683feb09-5b93-6034-bfa7-c322030da3ee","Männlich","46-55","5000 Euro und mehr","Abgeschlossene Berufsausbildung","19374","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich nicht zu","Keine Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Sehr geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich zu","Überhaupt nicht beabsichtigt"
"281","1980-01-01 00:00:00","6","de","666674091","683febba-e482-1b96-84cd-bb29f57f626f","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","19205","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"282","1980-01-01 00:00:00","6","de","2007555609","683fec87-6caa-5d2f-d8e9-bb39ed2329f3","Weiblich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","18147","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Große Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Eher wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft teilweise zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Beabsichtigt"
"283","1980-01-01 00:00:00","6","de","1388526202","683feee4-cf0c-fcc1-2d9c-a5599be59528","Weiblich","56-65","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18439","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher beabsichtigt"
"284","1980-01-01 00:00:00","6","de","1458870015","683ff334-e998-9b01-b4d6-a380862df6cc","Weiblich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18437","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Beabsichtigt"
"285","1980-01-01 00:00:00","6","de","2061007300","683ff3d1-4a1e-b43c-3183-d515638f5799","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18182","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher nicht beabsichtigt."
"286","1980-01-01 00:00:00","6","de","1260579319","683ff45e-efdd-d63d-59dd-d484e96a7f23","Weiblich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","17509","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollkommen zu","Gute Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Beabsichtigt"
"287","1980-01-01 00:00:00","6","de","1579147879","683ff853-7556-d1cd-3bf0-caff2dfb1c2f","Männlich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","18435","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft weitgehend zu","Trifft vollständig zu","Trifft überwiegend zu","Ausgezeichnete Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Beabsichtigt"
"291","1980-01-01 00:00:00","6","de","769825753","683ffb5c-b042-e023-90db-e62e50f847cc","Weiblich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17358","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft vollkommen zu","Geringe Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Nicht beabsichtigt"
"292","1980-01-01 00:00:00","6","de","1092748447","683ffdce-ff9c-6de8-ce09-979960ff9a07","Weiblich","36-45","3000 - unter 4000 Euro","Abitur","18107","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Teils / Teils","Geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Überhaupt nicht wichtig","Trifft überwiegend zu","Trifft kaum zu","Trifft weitgehend zu","Überhaupt keine Kenntnisse","Trifft eher nicht zu.","Stimme ich überhaupt nicht zu","Eher beabsichtigt"
"293","1980-01-01 00:00:00","6","de","1281351800","683fff40-f147-e20c-f240-a91d1e08b066","Weiblich","46-55","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","19053","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Teils / Teils","Geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft eher nicht zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Überhaupt nicht beabsichtigt"
"294","1980-01-01 00:00:00","6","de","64688205","6840012c-a081-b83e-32c6-5e302eee8708","Weiblich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","17438","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich zu","Große Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Eher beabsichtigt"
"297","1980-01-01 00:00:00","6","de","2128558897","6840062c-75eb-0240-ed2f-7d711bff7907","Männlich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18609","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft kaum zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"298","1980-01-01 00:00:00","6","de","1287754997","68400997-bb53-6261-e4ff-5f976ba16d30","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18546","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft vollständig zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"299","1980-01-01 00:00:00","6","de","1206612325","68400ca5-c426-45d6-26a6-b6ab42f0ff00","Männlich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18507","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft überwiegend zu","Trifft vollständig zu","Trifft überhaupt nicht zu","Sehr gute Kenntnisse","Trifft vollkommen zu.","Stimme ich vollumfänglich zu","Beabsichtigt"
"301","1980-01-01 00:00:00","6","de","933653852","684011dc-86df-a2ab-c581-2002b1ae8ec2","Weiblich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18546","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher nicht zu","Geringe Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"302","1980-01-01 00:00:00","6","de","1860850109","68401991-c212-166e-d0b7-9167ff2bebdd","Männlich","18-35","5000 Euro und mehr","Bachelor-Abschluss","18195","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Mäßige Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft kaum zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Beabsichtigt"
"306","1980-01-01 00:00:00","6","de","341168522","68401af9-e09f-114c-abb5-62a548a4f778","Weiblich","18-35","2000 - unter 3000 Euro","Abitur","18209","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Mäßig wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Beabsichtigt"
"307","1980-01-01 00:00:00","6","de","2002927518","68401bb7-5e46-2a58-1cf2-642f2940a179","Weiblich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17033","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft teilweise zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"308","1980-01-01 00:00:00","6","de","701281288","6840211e-a11f-1e32-dce2-ecede1d27cfc","Weiblich","46-55","1000 - unter 2000 Euro","Hauptschulabschluss","17491","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich nicht zu","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft nicht zu.","Stimme ich überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"309","1980-01-01 00:00:00","6","de","1214206731","68402141-7314-a251-7330-8505733a43e0","Männlich","36-45","5000 Euro und mehr","Abgeschlossene Berufsausbildung","17349","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher nicht beabsichtigt."
"310","1980-01-01 00:00:00","6","de","1831323614","684028ce-4ea3-313c-f40a-c866873f74d4","Männlich","66+","3000 - unter 4000 Euro","Bachelor-Abschluss","19086","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Keine Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft vollkommen zu","Überhaupt keine Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Definitiv beabsichtigt"
"312","1980-01-01 00:00:00","6","de","164234220","68404ac2-c270-cdb3-7b0a-9b083008c10a","Weiblich","18-35","3000 - unter 4000 Euro","Hauptschulabschluss","17309","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Keine Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt keine Kenntnisse","Trift teilweise zu.","Teils / Teils","Überhaupt nicht beabsichtigt"
"313","1980-01-01 00:00:00","6","de","1103071785","68404b57-60e4-dec7-7c0d-0a57aaec4869","Männlich","66+","1000 - unter 2000 Euro","Master-Abschluss","18109","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich eher zu","Deutliche Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft eher nicht zu","Geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich eher zu","Eher beabsichtigt"
"314","1980-01-01 00:00:00","6","de","913291512","68404d44-3a0d-10b0-07d9-5d11cca978c1","Männlich","46-55","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17192","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft weitgehend zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"319","1980-01-01 00:00:00","6","de","1162607534","68404dfd-7c42-b33d-5055-30f1589c67f6","Männlich","56-65","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","19300","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Sehr geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Nicht beabsichtigt"
"320","1980-01-01 00:00:00","6","de","719356534","68404f85-9cd5-8cf3-3c4f-5e1351251632","Männlich","46-55","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18239","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt keine Kenntnisse","Trifft nicht zu.","Stimme ich nicht zu","Überhaupt nicht beabsichtigt"
"322","1980-01-01 00:00:00","6","de","69206330","684051ab-9293-786a-71aa-016a1a52a4a9","Männlich","56-65","5000 Euro und mehr","Abgeschlossene Berufsausbildung","17109","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Teils / Teils","Mäßige Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Überhaupt nicht beabsichtigt"
