"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen insgesamt","Höchster Bildungsabschluss bzw. berufliche Qualifikation","Dein Bundesland","Deine Postleitzahl",""," [Die Nutzung dieser urbanen AR-Anwendung wäre für mich nützlich.]"," [Ich stelle mir die Nutzung dieser AR-Anwendung in der Stadt angenehm vor.]"," [Die Nutzung dieser AR-Anwendung wird meine Lebensqualität in der Stadt verbessern.]"," [Durch die Nutzung dieser AR-Anwendung würde ich Zeit bei der Suche nach Informationen in der Stadt sparen.]"," [Die Nutzung von Augmented-Reality-Anwendungen wird für mich kompliziert sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Es ist mir wichtig, den Erwartungen meiner Freunde hinsichtlich der Nutzung dieser urbanen AR-Anwendung zu entsprechen.]"," [Es ist mir wichtig, den Erwartungen von weiteren Personen in meinem Umfeld bei der Nutzung neuer Technologien wie Augmented-Reality-Anwendungen  zu entsprechen.]"," [Mein Umfeld ist der Meinung, dass es vorteilhaft wäre, wenn ich moderne Technologien wie Augmented-Reality-Anwendungen nutze.]"," [Ich glaube, dass ich in meinem Alltag genügend Gelegenheiten haben werde, diese AR-Anwendung sinnvoll zu nutzen.]"," [Ich habe die notwendigen Ressourcen (z.B. ein kompatibles Smartphone), um diese urbane AR-Anwendung zu nutzen.]"," [Ein einfacher Zugang zu Informationen über diese urbane AR-Anwendung würde mir die Verwendung erleichtern.]"," [Ich habe die erforderlichen Kenntnisse, um Augmented-Reality Anwendungen in meiner Stadt zu nutzen.]"," [Ich habe die Kontrolle darüber, Augmented-Reality-Anwendungen zu nutzen.]"," [Ich bin sicher, dass ich Augmented-Reality-Anwendungen nutzen kann, wenn ich möchte.]"," [Es ist einfach für mich, Augmented-Reality-Anwendungen in der Stadt zu nutzen.]"," [Ich beabsichtige, diese AR-Anwendung für Stadtinformationen in naher Zukunft zu nutzen, wenn sie verfügbar ist.]"
"326","1980-01-01 00:00:00","6","de","714346617","6841ff8a-1f5b-f147-a3de-5ae74bf273b1","Weiblich","46-55","5000 Euro und mehr","Master-Abschluss","Bayern","81541","0","Stimme ich eher zu","Trifft eher zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Sehr sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"327","1980-01-01 00:00:00","6","de","1568958220","68420004-2766-b5dd-7c33-5919ca373621","Männlich","18-35","1000 - unter 2000 Euro","Abitur","Bayern","81929","0","Stimme ich vollumfänglich zu","Trifft weitgehend zu","Große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Sehr wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft vollständig zu","Eher wahrscheinlich","Geringe Kenntnisse","Vollständige Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Eher beabsichtigt"
"330","1980-01-01 00:00:00","6","de","257519099","6842032d-1037-cf85-12bc-9dedfb7b1f11","Männlich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","80331","0","Stimme ich eher zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft überwiegend zu","Wahrscheinlich","Sehr gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"332","1980-01-01 00:00:00","6","de","303626054","6842138b-e309-6e2a-e683-aa999a37233d","Männlich","18-35","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","81925","0","Stimme ich eher zu","Trifft zu","Geringe Verbesserung","Geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Geringe Kenntnisse","Sehr geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"333","1980-01-01 00:00:00","6","de","289308768","6842165f-475e-298e-de0a-5b1cba507b12","Männlich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","81377","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"335","1980-01-01 00:00:00","6","de","1332685841","684220f2-6b04-eed0-cb6f-af3c6c7e9277","Männlich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80807","0","Stimme ich eher nicht zu","Trifft nicht zu","Keine Verbesserung","Überhaupt keine Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt nicht wahrscheinlich","Überhaupt keine Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"340","1980-01-01 00:00:00","6","de","1362114516","68426401-12ae-4da8-b176-26212ae01d24","Männlich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","81735","0","Stimme ich eher nicht zu","Trifft eher nicht zu","Mäßige Verbesserung","Geringe Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft eher nicht zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Geringe Kontrolle","Unsicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"341","1980-01-01 00:00:00","6","de","827698275","68426692-c0ce-8d92-e35d-dd0117f23c32","Weiblich","36-45","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","80331","0","Stimme ich vollumfänglich zu","Trifft zu","Sehr große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft weitgehend zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Geringe Kontrolle","Sehr sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"342","1980-01-01 00:00:00","6","de","335150188","68426787-4311-0962-0345-e5981fb90046","Männlich","18-35","Unter 1000 Euro","Hauptschulabschluss","Bayern","85716","0","Stimme ich überhaupt nicht zu","Überhaupt überhaupt nicht zu","Keine Verbesserung","Überhaupt keine Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt nicht wahrscheinlich","Sehr geringe Kenntnisse","Überhaupt keine Kontrolle","Überhaupt nicht sicher","Trifft überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"343","1980-01-01 00:00:00","6","de","1789735780","68426c73-e260-154f-e004-3d8ece2c5a25","Männlich","18-35","2000 - unter 3000 Euro","Mittlere Reife","Bayern","81243","0","Stimme ich nicht zu","Trifft nicht zu","Geringe Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft kaum zu","Trifft kaum zu","Trifft weitgehend zu","Eher wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft weitgehend zu","Nicht beabsichtigt"
"344","1980-01-01 00:00:00","6","de","1377808517","68428563-80b8-4784-c89a-5d08e386d325","Männlich","46-55","5000 Euro und mehr","Abgeschlossene Berufsausbildung","Bayern","81377","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Sehr große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft vollständig zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"345","1980-01-01 00:00:00","6","de","1045845662","684292fb-70df-254c-619d-3cd025f3dd0c","Männlich","18-35","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","Bayern","82061","0","Stimme ich zu","Trifft weitgehend zu","Mäßige Verbesserung","Deutliche Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Vollständige Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Eher beabsichtigt"
"346","1980-01-01 00:00:00","6","de","1140639343","68429b53-b4b3-7f3c-b1de-0e1dd48de656","Weiblich","18-35","2000 - unter 3000 Euro","Bachelor-Abschluss","Bayern","80997","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Geringe Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Sehr unwahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Sehr sicher","Trifft weitgehend zu","Beabsichtigt"
"347","1980-01-01 00:00:00","6","de","1570573998","68429ea1-8b28-0565-8fcd-26200f256747","Weiblich","46-55","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","82054","0","Teils / Teils","Trifft weitgehend zu","Sehr geringe Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Nicht wichtig","Trifft kaum zu","Trifft kaum zu","Trifft kaum zu","Wenig wahrscheinlich","Geringe Kenntnisse","Starke Kontrolle","Sehr  unsicher","Trifft eher nicht zu","Überhaupt nicht beabsichtigt"
"348","1980-01-01 00:00:00","6","de","1304864325","6842aa4e-a0be-64b0-b265-0e6851126778","Männlich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","82152","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Sehr geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft teilweise zu","Wenig wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"350","1980-01-01 00:00:00","6","de","428572785","6842b9fb-48ed-b16b-6618-be4f5c38ebc0","Männlich","18-35","5000 Euro und mehr","Bachelor-Abschluss","Bayern","80395","0","Teils / Teils","Trifft eher zu","Sehr geringe Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft teilweise zu","Sehr unwahrscheinlich","Gute Kenntnisse","Vollständige Kontrolle","Sehr sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
"352","1980-01-01 00:00:00","6","de","1768975831","6842be53-4e25-ff9d-42cc-1b9042b4a936","Weiblich","18-35","3000 - unter 4000 Euro","Mittlere Reife","Bayern","80339","0","Stimme ich eher nicht zu","Trifft eher zu","Mäßige Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft eher nicht zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Eher beabsichtigt"
"353","1980-01-01 00:00:00","6","de","1034476409","6842ce9e-b476-cea6-dd07-c0a190c8d824","Männlich","18-35","5000 Euro und mehr","Abitur","Bayern","80122","0","Stimme ich vollumfänglich zu","Trifft vollumfänglich zu","Große Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft weitgehend zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Sehr gute Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"355","1980-01-01 00:00:00","6","de","1117590439","6842e657-0900-6ca8-e779-3862c440c9b5","Männlich","18-35","1000 - unter 2000 Euro","Mittlere Reife","Bayern","81475","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Sehr große Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Gute Kenntnisse","Teilweise Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Möglicherweise beabsichtigt"
"360","1980-01-01 00:00:00","6","de","34555525","6843072d-a461-9e84-25f4-68fcb294c4bb","Männlich","36-45","4000 - unter 5000 Euro","Abitur","Bayern","81539","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft weitgehend zu","Wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"361","1980-01-01 00:00:00","6","de","1185168534","6843185d-a671-6387-e82c-2a7bf878c936","Weiblich","18-35","2000 - unter 3000 Euro","Abitur","Bayern","80933","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Nicht wichtig","Trifft teilweise zu","Trifft eher nicht zu","Trifft weitgehend zu","Wenig wahrscheinlich","Grundlegende Kenntnisse","Teilweise Kontrolle","Sehr sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"362","1980-01-01 00:00:00","6","de","1576491017","68431c92-fbf2-0dbf-2c39-08be0ae4d668","Weiblich","66+","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","82008","0","Stimme ich zu","Trifft weitgehend zu","Deutliche Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Wahrscheinlich","Überhaupt keine Kenntnisse","Weitgehende Kontrolle","Vollkommen sicher","Trifft weitgehend zu","Definitiv beabsichtigt"
"365","1980-01-01 00:00:00","6","de","835559846","6843453f-9292-94c2-62c6-f47751d5b829","Männlich","18-35","Unter 1000 Euro","Mittlere Reife","Bayern","80995","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Deutliche Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft vollständig zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
"366","1980-01-01 00:00:00","6","de","1193618271","684347a4-80f8-012f-9032-980e4b3c2e15","Weiblich","18-35","5000 Euro und mehr","Bachelor-Abschluss","Bayern","85630","0","Stimme ich überhaupt nicht zu","Trifft nicht zu","Sehr geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Eher wichtig","Trifft weitgehend zu","Trifft teilweise zu","Trifft überwiegend zu","Wenig wahrscheinlich","Gute Kenntnisse","Überhaupt keine Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"367","1980-01-01 00:00:00","6","de","496920297","68434d8b-6168-9842-c8eb-1ab6667d88a9","Weiblich","18-35","1000 - unter 2000 Euro","Abitur","Bayern","81673","0","Stimme ich überhaupt nicht zu","Trifft eher nicht zu","Geringe Verbesserung","Mäßige Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Eher wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Ziemlich sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"369","1980-01-01 00:00:00","6","de","1476975907","68436bfe-0cac-1eea-7019-eddbc1e83b3b","Männlich","18-35","Unter 1000 Euro","Bachelor-Abschluss","Bayern","81547","0","Stimme ich zu","Trifft zu","Mäßige Verbesserung","Geringe Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft zu","Sehr wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft weitgehend zu","Wahrscheinlich","Sehr gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft weitgehend zu","Eher beabsichtigt"
"370","1980-01-01 00:00:00","6","de","1206882846","68437108-cca0-be09-dcbb-1cab932ddc62","Männlich","36-45","1000 - unter 2000 Euro","Hauptschulabschluss","Bayern","81243","0","Stimme ich zu","Trifft vollumfänglich zu","Deutliche Verbesserung","Sehr große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft vollkommen zu","Extrem wichtig","Trifft vollständig zu","Trifft vollständig zu","Trifft vollständig zu","Sehr wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Definitiv beabsichtigt"
"371","1980-01-01 00:00:00","6","de","1383457797","6843730a-c834-5391-40a8-a9efced8ea25","Weiblich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","Bayern","81735","0","Teils / Teils","Trifft eher zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Eher wahrscheinlich","Geringe Kenntnisse","Teilweise Kontrolle","Unsicher","Trifft teilweise zu","Eher beabsichtigt"
"372","1980-01-01 00:00:00","6","de","1129530342","6843d1aa-da06-fcd4-d067-a28450ad076d","Weiblich","18-35","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","81541","0","Stimme ich eher zu","Trifft weitgehend zu","Deutliche Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft teilweise zu","Nicht wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft weitgehend zu","Wahrscheinlich","Geringe Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft teilweise zu","Eher beabsichtigt"
"373","1980-01-01 00:00:00","6","de","538998061","6843d21b-e8ac-06a0-4ff0-0a11716d1d86","Männlich","36-45","5000 Euro und mehr","Bachelor-Abschluss","Bayern","80539","0","Stimme ich nicht zu","Trifft nicht zu","Deutliche Verbesserung","Große Zeitersparnis","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überwiegend zu","Trifft vollständig zu","Trifft weitgehend zu","Unwahrscheinlich","Sehr gute Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Beabsichtigt"
"374","1980-01-01 00:00:00","6","de","1031838532","6843ec72-4cd3-fdb1-aa1f-9f9f0be50b4f","Weiblich","18-35","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","81737","0","Stimme ich zu","Überhaupt überhaupt nicht zu","Sehr geringe Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Unwahrscheinlich","Grundlegende Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Eher beabsichtigt"
"375","1980-01-01 00:00:00","6","de","1311620198","6843eedd-3a47-c4e8-052c-f82c95ce94de","Weiblich","18-35","2000 - unter 3000 Euro","Hauptschulabschluss","Bayern","81475","0","Stimme ich eher nicht zu","Trifft nicht zu","Sehr geringe Verbesserung","Sehr geringe Zeitersparnis","Ein wenig kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft kaum zu","Unwahrscheinlich","Gute Kenntnisse","Sehr geringe Kontrolle","Überhaupt nicht sicher","Trifft nicht zu","Nicht beabsichtigt"
"377","1980-01-01 00:00:00","6","de","711334595","6843f1dd-9183-370e-58da-3f9acfb74258","Männlich","18-35","5000 Euro und mehr","Mittlere Reife","Bayern","80937","0","Stimme ich eher zu","Trifft eher zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Eher nicht beabsichtigt"
"378","1980-01-01 00:00:00","6","de","2128260560","6843f512-aeb5-a421-1524-3b901180d3ff","Männlich","46-55","4000 - unter 5000 Euro","Abitur","Bayern","80469","0","Stimme ich zu","Trifft zu","Große Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Wenig wichtig","Trifft weitgehend zu","Trifft überwiegend zu","Trifft vollständig zu","Wahrscheinlich","Gute Kenntnisse","Vollständige Kontrolle","Sehr sicher","Trifft weitgehend zu","Beabsichtigt"
"380","1980-01-01 00:00:00","6","de","375112870","684403dd-89d9-f6ab-a78e-f125a04d8df5","Männlich","36-45","3000 - unter 4000 Euro","Bachelor-Abschluss","Bayern","80993","0","Stimme ich zu","Trifft zu","Deutliche Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft überhaupt nicht zu","Sehr wahrscheinlich","Sehr geringe Kenntnisse","Sehr geringe Kontrolle","Sehr sicher","Trifft eher nicht zu","Überhaupt nicht beabsichtigt"
"384","1980-01-01 00:00:00","6","de","742388155","684407ee-1d74-ed96-9b48-bd6e96f7ede4","Weiblich","18-35","2000 - unter 3000 Euro","Hauptschulabschluss","Bayern","81737","0","Teils / Teils","Trifft eher nicht zu","Mäßige Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Eher wahrscheinlich","Geringe Kenntnisse","Geringe Kontrolle","Wenig sicher","Trifft teilweise zu","Möglicherweise beabsichtigt"
"388","1980-01-01 00:00:00","6","de","962518344","684415a8-d74f-a0e6-84a5-d7df05b06ba2","Männlich","36-45","3000 - unter 4000 Euro","Master-Abschluss","Bayern","80639","0","Stimme ich eher zu","Trifft eher nicht zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft teilweise zu","Wenig wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft überwiegend zu","Eher wahrscheinlich","Geringe Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft eher nicht zu","Möglicherweise beabsichtigt"
"389","1980-01-01 00:00:00","6","de","285822240","684415ec-a0c5-9d14-5cbf-ebe1e606a425","Männlich","36-45","3000 - unter 4000 Euro","Doktorgrad","Bayern","80935","0","Stimme ich eher zu","Trifft weitgehend zu","Große Verbesserung","Deutliche Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft überwiegend zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"390","1980-01-01 00:00:00","6","de","26768889","68443479-889b-34f2-3ded-6909678f9296","Weiblich","18-35","4000 - unter 5000 Euro","Master-Abschluss","Bayern","81477","0","Teils / Teils","Trifft eher zu","Geringe Verbesserung","Mäßige Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft weitgehend zu","Wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Beabsichtigt"
"392","1980-01-01 00:00:00","6","de","965456537","6844373a-aeb4-c5d1-f34a-42b4c0d0d632","Weiblich","56-65","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","Bayern","80939","0","Stimme ich eher zu","Trifft zu","Große Verbesserung","Deutliche Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft weitgehend zu","Trifft weitgehend zu","Trifft weitgehend zu","Eher wahrscheinlich","Grundlegende Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher beabsichtigt"
"393","1980-01-01 00:00:00","6","de","1900694270","684446a9-e7b3-3e41-0e0e-a2ed0dce5f09","Männlich","56-65","2000 - unter 3000 Euro","Master-Abschluss","Bayern","80805","0","Stimme ich eher zu","Trifft weitgehend zu","Geringe Verbesserung","Geringe Zeitersparnis","Etwas kompliziert","Stimme eher zu","0","Trifft zu","Wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft vollständig zu","Wahrscheinlich","Sehr gute Kenntnisse","Starke Kontrolle","Sehr sicher","Trifft überwiegend zu","Eher beabsichtigt"
"394","1980-01-01 00:00:00","6","de","1187682080","68444f48-749a-f7dc-a790-2c568e2747df","Weiblich","18-35","Unter 1000 Euro","Mittlere Reife","Bayern","81371","0","Teils / Teils","Trifft eher nicht zu","Geringe Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft vollständig zu","Überhaupt nicht wahrscheinlich","Ausgezeichnete Kenntnisse","Vollständige Kontrolle","Vollkommen sicher","Trifft vollständig  zu","Überhaupt nicht beabsichtigt"
"397","1980-01-01 00:00:00","6","de","899880939","68446232-0523-ef78-5847-151755fe3ab5","Männlich","18-35","5000 Euro und mehr","Bachelor-Abschluss","Bayern","81543","0","Teils / Teils","Trifft zu","Mäßige Verbesserung","Große Zeitersparnis","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft weitgehend zu","Eher wahrscheinlich","Sehr gute Kenntnisse","Vollständige Kontrolle","Ziemlich sicher","Trifft nicht zu","Möglicherweise beabsichtigt"
"401","1980-01-01 00:00:00","6","de","1003266856","68446577-d985-8cbe-e881-95a70a781a95","Männlich","18-35","4000 - unter 5000 Euro","Abitur","Bayern","80331","0","Teils / Teils","Trifft eher zu","Mäßige Verbesserung","Mäßige Zeitersparnis","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Wenig wichtig","Trifft teilweise zu","Trifft kaum zu","Trifft eher nicht zu","Eher wahrscheinlich","Gute Kenntnisse","Weitgehende Kontrolle","Ziemlich sicher","Trifft überwiegend zu","Eher nicht beabsichtigt"
